관광지번호,관광지명,전화번호,소분류,지역코드,주소
L0283,청련사강화,032-933-3887,사찰,D01,인천광역시 강화군 강화읍 고비고개로188번길 112 강화읍
L0284,청수암인천,032-934-2661,사찰,D01,인천광역시 강화군 강화읍 청하동길36번길 62 강화읍
L0285,교동도강화,032-930-4500,섬,D01,인천광역시 강화군 교동면 교동동로 485-13
L0286,교동향교,032-932-6931,유적지,D01,인천광역시 강화군 교동면 교동남로 229-49
L0287,강화해수랜드,032-937-9721,스파,D01,인천광역시 강화군 길상면 해안남로 13-12 길상면
L0288,삼랑성정족산성,032-930-3627,성,D01,인천 강화군 길상면 온수1리 산 41번지
L0289,양헌수승전비,032-930-3627,유적지,D01,인천광역시 강화군 길상면 온수리 산 42
L0290,연등국제선원,032-937-7033,사찰,D01,인천광역시 강화군 길상면 강화동로 349-60 길상면
L0291,전등사강화,NULL,사찰,D01,인천광역시 강화군 길상면 전등사로 37-41 길상면
L0292,정족산,NULL,산,D01,인천광역시 강화군 길상면 전등사로 37-41 전등사 부근
L0293,종해루,032-937-0125,문,D01,인천광역시 강화군 길상면 전등사로 37-41 온수리
L0294,초지대교,032-932-5464,다리/대교,D01,인천 강화군 길상면 초지리 | 김포시 대곶면 약암리
L0295,초지진,032-9307-0723,유적지,D01,인천 강화군 길상면 초지리 624 해안동로 58
L0296,후애돈대,032-934-2184,유적지,D01,인천광역시 강화군 길상면 선두리 954
L0297,강화 용두레마을,032-933-5711,농.산.어촌 체험,D01,인천광역시 강화군 내가면 황청포구로385번길 8
L0298,계룡돈대,NULL,유적지,D01,인천광역시 강화군 내가면 황청리 282
L0299,망양돈대,NULL,유적지,D01,인천광역시 강화군 내가면 외포리 680
L0300,적석사,032-932-6191,사찰,D01,인천광역시 강화군 내가면 연촌길 181
L0301,강화 아르미애월드,NULL,이색체험,D01,인천 강화군 불은면 중앙로 742-2
L0302,광성보,032-9307-0701,유적지,D01,인천광역시 강화군 불은면 해안동로466번길 27 불은면
L0303,덕진진,032-9307-0745,유적지,D01,인천 강화군 불은면 덕진로 34
L0304,옥토끼우주센터,032-9376-9179,이색체험,D01,인천광역시 강화군 불은면 강화동로 403 불은면
L0305,민머루해변,032-932-3001,해수욕장,D01,인천광역시 강화군 삼산면 어류정길212번길 7-12 삼산면 일대
L0306,보문사강화,032-9338-2713,사찰,D01,인천광역시 강화군 삼산면 삼산남로828번길 44
L0307,삼산저수지,032-932-5464,호수,D01,인천 강화군 삼산면 석모리
L0308,석모도,NULL,섬,D01,인천광역시 강화군 삼산면 삼산북로 9 석포리 선착장
L0309,강화 서도 중앙교회,032-930-3032,종교성지,D01,인천광역시 강화군 서도면 주문도길 256-1 서도면
L0310,볼음도,NULL,섬,D01,인천 강화군 서도면 볼음도리
L0311,주문도,032-930-4520,섬,D01,인천 강화군 서도면 주문도리
L0312,강화 선원사지,032-930-3627,유적지,D01,인천광역시 강화군 선원면 지산리 산133
L0313,용진진,032-930-3627,유적지,D01,인천광역시 강화군 선원면 연리 215외 9
L0314,철종외가,032-930-3627,고택,D01,인천광역시 강화군 선원면 철종외가길 46-1
L0315,충렬사,032-930-3627,유적지,D01,인천광역시 강화군 선원면 충렬사로 232
L0316,강화 화문석마을,032-934-2290,농.산.어촌 체험,D01,인천광역시 강화군 송해면 전망대로 468번길 11
L0317,강화 달빛동화마을,032-937-9960,농.산.어촌 체험,D01,인천광역시 강화군 양도면 강화남로921번길 10-6
L0318,무의 까치놀섬마을,070-7759-5422,농.산.어촌 체험,D01,인천 중구 대무의로 301번길 19-16
L0319,강화평화전망대,032-930-7062,안보관광,D01,인천광역시 강화군 양사면 전망대로 797 양사면
L0320,강화 고인돌 유적 [유네스코 세계문화유산],032-933-3624,유적지,D01,인천 강화군 하점면 부근리 317번지
L0321,강화 장정리 석조여래입상,032-930-3627,유적지,D01,인천광역시 강화군 하점면 장정리 산 122
L0322,강화 장정리 오층석탑,032-930-3627,유적지,D01,인천광역시 강화군 하점면 장정리 산 193
L0323,백련사강화,032-933-5082,사찰,D01,인천광역시 강화군 하점면 고려산로61번길 270
L0324,강화 동막해변,032-937-4445,해수욕장,D01,인천 강화군 화도면 동막리
L0325,강화 사기리 탱자나무,032-930-3032,희귀동.식물,D01,인천광역시 강화군 화도면 해안남로1114번길 6 화도면 부근
L0326,강화 장화리 갯벌,032-932-5464,자연생태관광지,D01,인천광역시 강화군 화도면 장화리
L0327,강화 참성단,032-930-3627,유적지,D01,인천광역시 강화군 화도면 흥왕리 산 42-1 화도면
L0328,강화갯벌,032-930-3412,자연생태관광지,D01,인천광역시 강화군 화도면 여차리
L0329,강화도 여차리 해변 철새,032-932-5464,자연생태관광지,D01,인천 강화군 화도면 여차리 해변 일대
L0330,마니산강화,032-9307-0689,산,D01,인천광역시 강화군 화도면 마니산로 676-2 부근
L0331,무태돈대,NULL,유적지,D01,인천 강화군 하점면 창후리 산 151-4
L0332,분오리돈대,032-930-3032,유적지,D01,인천광역시 강화군 화도면 사기리 산 185-1
L0333,이건창 생가,032-930-3627,생가,D01,인천광역시 강화군 화도면 해안남로1114번길 6
L0334,장곶돈대,NULL,유적지,D01,인천광역시 강화군 화도면 장화리 113
L0335,정수사강화,032-937-3611,사찰,D01,인천광역시 강화군 화도면 해안남로1258번길 142 화도면
L0336,후포항 선수포구,032-932-5464,항구/포구,D01,인천 강화군 화도면 내1리
L0337,거제 명진리 느티나무,055-639-4178,희귀동.식물,P07,경상남도 거제시 거제면 명진리 220
L0338,거제 알로에테마파크,055-632-9907,이색체험,P07,경상남도 거제시 거제면 거제남서로 3937 거제면
L0339,거제 외간리 동백나무,055-639-4178,희귀동.식물,P07,경상남도 거제시 거제면 외간1길 52 거제면
L0340,거제도,055-639-6584,섬,P07,경남 거제시 거제면
L0341,거제향교,055-639-4178,유적지,P07,경상남도 거제시 거제면 기성로7길 10 거제면
L0342,거제현 관아,055-639-4178,유적지,P07,경상남도 거제시 거제면 읍내로2길 14-1 거제면
L0343,계룡산,055-639-4355,산,P07,경상남도 거제시 신현읍 | 거제면
L0344,반곡서원,055-639-4178,유적지,P07,경상남도 거제시 거제면 동상3길 31-8 거제면
L0345,세진암거제,055-639-3402,사찰,P07,경상남도 거제시 거제면 동상3길 31-6
L0346,옥산성지,055-639-4161,성,P07,경남 거제시 거제면 동상3길
L0347,죽림해수욕장,055-211-6130,해수욕장,P07,경남 거제시 거제면 오수1길
L0348,거제도 포로수용소 유적공원,055-639-0625,테마공원,P07,경남 거제시 계룡로 61 고현동
L0349,계룡산 온천,055-6380-0023,온천,P07,경남 거제시 신현읍 상동리 997-24
L0350,고현성,055-639-4161,성,P07,경남 거제시 신현읍 고현리 951번지
L0351,가라산,055-639-4355,산,P07,경상남도 거제시 남부면 다대리 남부면
L0352,거제 쌍근어촌체험마을,055-635-4115,농.산.어촌 체험,P07,경상남도 거제시 남부면 남부해안로 1094
L0353,거제도 해금강,055-639-4164,섬,P07,경상남도 거제시 남부면 산 1
L0354,도장포어촌체험마을,055-638-2202,농.산.어촌 체험,P07,경상남도 거제시 남부면 도장포1길 76 남부면
L0355,도장포유람선,055-6328-7878,유람선/잠수함관광,P07,경남 거제시 남부면 갈곶리 292-6도장포
L0356,명사마을 [해양수산부 선정 아름다운 어촌],055-639-6551,어촌,P07,경남 거제시 남부면 저구리
L0357,명사해수욕장,NULL,해수욕장,P07,경상남도 거제시 남부면 명사해수욕장길 32 남부면
L0358,바람의 언덕,055-1330,해안절경,P07,경상남도 거제시 남부면 도장포마을
L0359,신선대 전망대,NULL,기념탑/전망대,P07,경상남도 거제시 남부면 갈곶리 산 21-19
L0360,여차 홍포전망대,055-639-4164,기념탑/전망대,P07,경상남도 거제시 남부면 다포리 산 38-145
L0361,여차해변 여차몽돌해수욕장,NULL,해수욕장,P07,경상남도 거제시 남부면 여차길 22 남부면
L0362,장사도 남부유람선,055-632-4500,유람선/잠수함관광,P07,경상남도 거제시 남부면 저구해안길 16-6 남부면
L0363,함목몽돌해변,NULL,해수욕장,P07,경남 거제시 남부면 갈곶리 370
L0364,해금강유람선,NULL,유람선/잠수함관광,P07,경상남도 거제시 남부면 해금강로 270 남부면
L0365,가배량성,055-639-4161,성,P07,경남 거제시 동부면 거제남서로
L0366,거제 학동리 동백나무 숲 및 팔색조 번식지,055-639-4161,자연생태관광지,P07,경남 거제시 동부면 학동리
L0367,거제자연예술랜드,055-6330-0024,수목원,P07,경남 거제시 동부면 구천리 452 일대
L0368,거제자연휴양림,055-6398-1156,자연휴양림,P07,경상남도 거제시 동부면 거제중앙로 325
L0369,구천댐구천저수지,055-639-4161,강,P07,경남 거제시 동부면 구천리
L0370,노자산,055-639-4355,산,P07,경상남도 거제시 동부면 구천리 동부면
L0371,만골관광농원,055-633-0700,관광농원,P07,경상남도 거제시 동부면 북병산로 89-22
L0372,북병산,055-639-4355,산,P07,경상남도 거제시 동부면 동부면
L0373,학동마을 [해양수산부 선정 아름다운 어촌],055-639-6511,어촌,P07,경남 거제시 동부면 학동리
L0374,학동흑진주몽돌해변,NULL,해수욕장,P07,경상남도 거제시 동부면 학동리
L0375,거제 어구낚시마을,055-634-0440,농.산.어촌 체험,P07,경남 거제시 둔덕면 어구길 2-3
L0376,산방산거제,055-639-4355,산,P07,경상남도 거제시 둔덕면 산방리 둔덕면
L0377,산방산비원,055-633-1221,수목원,P07,경상남도 거제시 둔덕면 산방산길 153 둔덕면
L0378,청마 출생지,055-639-8340,생가,P07,경상남도 거제시 둔덕면 방하2길 10
L0379,거제 계도어촌체험마을,055-632-2515,농.산.어촌 체험,P07,경상남도 거제시 사등면 가조로 837
L0380,거제 둔덕기성.사등성지.오량성,055-639-3401,성,P07,경남 거제시 사등면 사등리| 오량리 / 둔덕면 거림리
L0381,거제대교,055-639-3000,다리/대교,P07,경남 거제시 사등면 | 통영시 용남면
L0382,청곡리지석묘,055-639-4178,유적지,P07,경상남도 거제시 사등면 청곡리 20-3 일원
L0383,국사봉거제,055-639-4355,산,P07,경상남도 거제시 수월동 수월동
L0384,거제 대우조선해양 옥포조선소,055-735-2278,조선소,P07,경상남도 거제시 거제대로 3370 아주동
L0385,옥녀봉거제,055-639-4355,산,P07,경상남도 거제시 아주동 아주동
L0386,거제도해수온천,055-6383-0009,온천,P07,경상남도 거제시 수양로 507 양정동
L0387,덕포해수욕장,NULL,해수욕장,P07,경상남도 거제시 옥포2동 364-4
L0388,옥포대첩기념공원,055-639-8129,테마공원,P07,경상남도 거제시 팔랑포2길 87 옥포동
L0389,거제 구조라관광어촌마을,055-681-2749,농.산.어촌 체험,P07,경상남도 거제시 일운면 구조라로4길 3-1 일운면
L0390,구조라해수욕장,NULL,해수욕장,P07,경상남도 거제시 일운면 거제대로 2056
L0391,내도,NULL,섬,P07,경남 거제시 일운면 내도길
L0392,서이말 등대,055-639-4163,등대,P07,경상남도 거제시 일운면 서이말길 478 일운면
L0393,와현모래숲해변,NULL,해수욕장,P07,경상남도 거제시 일운면 와현해변길 15
L0394,외도 보타니아,070-7715-3330,테마공원,P07,경상남도 거제시 일운면 외도길 17
L0395,외도와현유람선,055-682-0114,유람선/잠수함관광,P07,경남 거제시 일운면 와현해변길 46
L0396,지심도,NULL,섬,P07,경상남도 거제시 일운면 지세포리
L0397,한려수도,NULL,해안절경,P07,경남 거제시 일운면
L0398,구영해수욕장,055-639-4244,해수욕장,P07,경남 거제시 장목면 거제북로
L0399,궁임마을 [해양수산부 선정 아름다운 어촌],055-639-6743,어촌,P07,경남 거제시 장목면 농소리
L0400,김영삼 전 대통령 생가,055-639-4178,생가,P07,경상남도 거제시 장목면 옥포대첩로 743-1 장목면
L0401,농소몽돌해변,NULL,해수욕장,P07,경상남도 거제시 일운면 거제대로 2056
L0402,대금산거제,055-639-4355,산,P07,경상남도 거제시 장목면 | 연초면
L0403,장목진객사,055-639-4178,유적지,P07,경상남도 거제시 장목면 장목5길 9 장목면
L0404,황포해수욕장,NULL,해수욕장,P07,경남 거제시 장목면 거제북로
L0405,흥남해수욕장,NULL,해수욕장,P07,경상남도 거제시 장목면 흥남길 46 장목면
L0406,외도해금강유람선,055-681-6565,유람선/잠수함관광,P07,경상남도 거제시 장승로 138
L0407,장승포항,055-639-4161,항구/포구,P07,경상남도 거제시 장승로 98 장승포동 일원
L0408,한려해상국립공원거제,NULL,국립공원,P07,경상남도 거제시 장승포동 일원
L0409,삼성중공업 거제조선소,NULL,조선소,P07,경상남도 거제시 장평3로 80 장평동
L0410,물안해수욕장,NULL,해수욕장,P07,경남 거제시 하청면 어온리 산 16-3
L0411,앵산,055-639-4355,산,P07,경상남도 거제시 하청면 석포리 하청면
L0412,거제맹종죽테마파크,055-637-0067,테마공원,P07,경남 거제시 하청면 실전리 880
L0413,보해산금귀봉,055-940-3472,산,P17,경상남도 거창군 가북면 가북로
L0414,용원서원,055-940-3432,유적지,P17,경상남도 거창군 가북면 어인길 41
L0415,가조 백두산천지온천,055-9410-7213,온천,P17,경상남도 거창군 가조면 온천길 161 가조면
L0416,거창 당동당산,055-940-3423,유적지,P17,경상남도 거창군 가조면 장군봉1길 439-42 부근
L0417,고견사거창,055-942-1333,사찰,P17,경상남도 거창군 가조면 의상봉길 1049
L0418,기동서원,055-940-3432,유적지,P17,경상남도 거창군 가조면 기리1길 17
L0419,미녀산미녀봉,NULL,산,P17,경남 거창군 가조면 기리2길
L0420,수포대,055-940-3420,계곡,P17,경남 거창군 가조면 가조가야로
L0421,용천서원,055-940-3432,유적지,P17,경상남도 거창군 가조면 원천1길 80
L0422,우두산,NULL,산,P17,경남 거창군 가조면 수월리
L0423,원천정,055-940-3423,유적지,P17,경상남도 거창군 가조면 원천1길 80 가조면
L0424,거열산성군립공원,055-940-3420,군립공원,P17,경남 거창군 거창읍 상림리
L0425,거창 서변마을,055-940-3951,농.산.어촌 체험,P17,경상남도 거창군 거창읍 모곡2길 22
L0426,거창향교,055-940-3423,유적지,P17,경상남도 거창군 거창읍 성산길 34 거창읍
L0427,건계정,055-940-3423,유적지,P17,경상남도 거창군 거창읍 거안로 1173-21 거창읍
L0428,덕천서원,055-940-3423,유적지,P17,경상남도 거창군 거창읍 장팔길 594 거창읍
L0429,심우사거창,055-944-2093,사찰,P17,경상남도 거창군 거창읍 하동4길 77 거창읍
L0430,창충사,055-940-3423,유적지,P17,경상남도 거창군 거창읍 창동로 167-11 거창읍
L0431,금봉암거창,055-944-7381,사찰,P17,경상남도 거창군 고제면 용초길 310-428
