축제번호,축제명,소분류,개최장소,축제 기간,축제내용,주관기관,지역 코드
F0647,내장산캠핑대회,캠핑,내장산문화광장,5,음악회(개막식)|캠핑카 및 용품전시| 체험 등,정읍시,M04
F0648,제14회 정읍 구절초꽃축제,꽃놀이,정읍 구절초 테마공원,10,구절초 꽃길산책| 꽃밭음악회 등,정읍시구절초축제추진위원회,M04
F0649,제14회 정읍 평생학습축제 및 제6회 주민자치 프로그램 발표회,교육,정읍 연지아트홀,10,개막식| 무대발표회| 시민특강| 홍보체험부스| 이벤트 등,정읍시,M04
F0650,제30회 정읍사문화제,문화,정읍사문화공원 일원,9,기념행사| 공연행사| 부대행사| 체험행사 등,(사)정읍사문화제 제전위원회,M04
F0651,제52회 황토현동학농민혁명기념제,역사,황토현 전적지 일원,5,기념식| 공식제례| 청소년 축전| 연계행사| 체험행사 등,(사)동학농민혁명계승사업회,M04
F0652,제24회 봉화산 철쭉제,꽃놀이,남원시 아영면 봉화산 주차장,5,산신제|기념식|철쭉 백일장| 봉화산트레킹등,흥부골아영애발전협의회,M05
F0653,제25회 지리산 바래봉 철쭉제,꽃놀이,지리산허브밸리 일원,5,철쭉제례|농악터울림| 기념식|철쭉트레킹|노래자랑등,운봉애향회,M05
F0654,제31회 지리산 뱀사골 고로쇠 약수제,먹거리,지리산뱀사골 반선관광주차장,3,약수제 길놀이|약수 제례| 노래자랑|고로쇠 관련이벤트| 천년송 힐링 걷기 대회등 3월첫째주 1일간,산내발전협의회,M05
F0655,제89회 춘향제,역사,광한루원 일원,5,춘향국악대전| 춘향선발대회| 세기의사랑 대표적 예술공연| 지금은 춘향시대| 신판 춘향 길놀이| 이판사판춤판 등 음력4월8일 전후4일간 열림,춘향제전위원회,M05
F0656,지리산 바래봉 눈꽃축제,겨울,지리산허브밸리 일원,12,눈 썰매|얼음 썰매|빙벽 체험장| 바래봉 눈꽃등반대회|눈싸움대회| 허브체험외 각종체험등,운봉애향회,M05
F0657,지리산 뱀사골 단풍제,먹거리,지리산 북부 사무소 앞,10,개막식|천년송소원빌기| 뱀사골와운단풍길트레킹| 각종체험|농특산품판매장운영등 10월중 하루 열림,산내면발전협의회,M05
F0658,흥부제,역사,사랑의광장 일원,10,고유제|축하공연|문화나눔장터| 흥부놀부그림그리기대회| 흥부체험마당|창극흥부와놀부 등 매년 음력 9월9일 전후 (3일간),흥부제전위원회,M05
F0659,완주 프러포즈축제,문화,모악산 전북도립미술관 일원,5,모악산가 경각산의 사랑이야기| 아름다운 결혼| 사랑고백 축제,완주군,M07
F0660,완주와일드푸드축제,먹거리,고산자연휴양림일원,9,완주의 자연·생태문화가 지닌 야생성과 안전한 먹거리 로컬푸드를 접목시킨 지역 대표축제,와일드푸드축제추진위원회,M07
F0661,2019 진안고원 꽃잔디축제,꽃놀이,꽃잔디동산 및 원영장마을,4,꽃잔디 판매 외,전라북도 진안군,M08
F0662,2019 진안홍삼축제,먹거리,마이산 북부일원,10,홍삼판매 및 문화공연,진안홍삼축제추진위원회,M08
F0663,제11회 진안고원 수박축제,먹거리,동향면 체련공원 일원,7,수박판매외,진안고원수박축제추진위원회,M08
F0664,제15회 진안고원 운장산고로쇠축제,먹거리,주천면 운일암반일암 삼거광장,3,고로쇠 판매외,진안고원운장산고로쇠축제추진위원회,M08
F0665,반딧불축제,자연,예체문화관,8,반딧불이 신비탐사| 낙화놀이 반딧불이를 테마로 한 공연| 전시| 체험 프로그램 등,사)무주반딧불축제제전위원회,M09
F0666,장수 한우랑 사과랑 축제,먹거리,전라북도 장수군 의암공원 일원,9,체험|공연|판매 등 64개프로그램,사)장수한우랑사과랑축제추진위원회,M10
F0667,사선문화제,역사,관촌사선대,9,사선녀선발전국대회| 호남좌도농악전국대회| 축하방송 등,사선문화제전위원회,M11
F0668,산타축제,문화,임실치즈테마파크,12,산타플래시몹 퍼레이드| 19명의 산타를 찾아라| 산타경연대회 등,(재)임실치즈테마파크,M11
F0669,섬진강다슬기축제,먹거리,섬진강생활체육공원,7,맨손 물고기잡기 대회| 다슬기 까기 대회| 다슬기 잡기 대회| 민속경기 등,섬진강다슬기축제위원회,M11
F0670,옥정호 꽃걸음 빛바람 축제,꽃놀이,운암면 요산공원,4,노래자랑| 문화예술공연| 각설이 품바공연| 초청가수 공연| 청소년 가요댄스 경연대회 등,운암면 지역발전협의회,M11
F0671,의견문화제,역사,오수의견공원,5,반려동물과 함께하는 열린음악회| 개판콘서트| 반려견 콘테스트| 키즈 페스티벌 등,의견문화제전위원회,M11
F0672,임실N치즈축제,먹거리,"임실치즈테마파크, 임실치즈마을",10,국가대표 왕치즈피자 만들기| 우유드림 행복드림 퍼레이드| 임실N치즈페어| 치즈경매 등,임실N치즈축제 제전위원회,M11
F0673,필봉마을굿축제,문화,필봉문화촌,8,국가무형문화재 초청공연| 전국농악경연대회| 국제교류 문화공연 등,임실필봉농악보존회,M11
F0674,순창장류축제,문화,순창전통고추장민속마을 일원,10,문화공연| 장류체험| 전시|판매| 주민참여 프로그램 등,순창군,M12
F0675,2019 대한민국 온천대축제,온천,석정온천관광지 일원,10,온천수 칵테일쇼 및 시음행사| 달빛버스킹| 온천3종경기| 리마인드 프러포즈 등,행정안전부,M13
F0676,고창갯벌축제,머드,"만돌갯벌체험장, 하전갯벌체험장",6,개막행사|갯벌체험|동죽시식회|동죽음식문화체험|갯벌체험|장어숭어잡기|갯벌카페|부대행사 등,고창갯벌축제위원회,M13
F0677,고창모양성제,제,모양성 일원,10,거리퍼레이드| 답성놀이| 강강술래 등,(사)모양성보존회,M13
F0678,고창복분자와수박축제,먹거리,선운산도립공원,6,기념식|복분자 수박관련 체험| 농특산품판매 등,고창복분자와수박축제위원회,M13
F0679,고창청보리밭축제,먹거리,고창군 공음면 학원농장 일원,4,청보리밭사잇길걷기| 주말문화행사| 상설전시 및 연계행사 등,고창청보리밭축제위윈회,M13
F0680,고창해풍고추축제,문화,해리복지회관일원,8,기념식| 고추품평회| 공연| 전시판매| 고추관련체험 등,고창해풍고추축제위원회,M13
F0681,동학농민혁명 무장기포기념제,역사,동학농민혁명 무장기포지,4,출정식| 진격로 걷기| 비기탈취 및 무혈입성재연| 기념식 등,동학농민혁명무장기포기념제,M13
F0682,무장읍성축제,역사,무장읍성 일원,5,고유제(진무제)| 현감부임 행사| 떡메치기 등,(사)고창무장읍성보존회,M13
F0683,개암동벚꽃축제,꽃놀이,부안군 상서면 개암동 벚꽃길,4,개막식| 야외음악회| 먹거리 장터| 농산물 판매| 체험프로그램,상서개암동벚꽃축제추진위원회,M14
F0684,곰소젓갈발효축제,먹거리,곰소다용도부지 일원,9,개막식| 폐막식| 축하공연| 노래자랑| 체험| 관광객 참여 이벤트 등,곰소젓갈발효축제추진위원회,M14
F0685,부안마실축제,문화,부안읍 일원(주행사장: 매창공원),5,개막공연등 5종 46개 프로그램 운영,부안마실축제제전위원회,M14
F0686,목포 유달산 봄 축제,봄,유달산 및 원도심 일원,4,유달산 둘레길 및 근대역사거리 투어| 4.8만세운동 재현 퍼포먼스 | 음악 공연 및 시민 체험 프로그램,전라남도 목포시,N01
F0687,거문도백도은빛바다체험행사,바당,삼산면 거문도 일원,8,길놀이+은빛가요제+맨손활어잡기+지인망끌기체험,거문도백도은빛바다축제추진위원회,N02
F0688,여수거북선축제,역사,이순신광장 및 선소일원,5,통제영길놀이+개막행사+각종체험공연행사,여수거북선축제보존회 축제위원회,N02
F0689,여수동동북축제,역사,용기공원 및 선소일원,11,북퍼레이드+아티스트공연+북전시및체험행사+경연대회,2018여수동동북축제추진위원회,N02
F0690,여수마칭페스티벌,문화,이순신광장,10,거리퍼레이드+마칭쇼+관악체험프로그램,여수마칭페스티벌추진위원회,N02
F0691,여수밤바다 불꽃축제,바다,이순신 광장 및 장군도 앞 해상,9,공연행사+불꽃쇼+불꽃사진콘테스트,여수밤바다불꽃축제추진위원회,N02
F0692,여수여자만갯벌노을체험행사,머드,소라면 해넘이길 일원(사곡),10,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,여수여자만갯벌노을체험행사추진위원회,N02
F0693,여수영취산진달래체험행사,꽃놀이,영취산일원 돌고개,3,산신제+진달래백일장+사생대회+체험행사,여수영취산진달래축제추진위원회,N02
F0694,여수향일암일출기원한마당,해돋이,돌산읍 임포마을 일원,12,재야의종타종식+일출기원제례+소망행사,여수향일암일출기원한마당 추진위원회,N02
F0695,청년거리문화축제,문화,여수시 일원,3,거리공연| 프리마켓 등,공모사업 선정,N02
F0696,2019 순천 푸드앤아트 페스티벌,먹거리,순천시 중앙로 일원,9,순천대표음식 홍보 및 개발음식 판매| 거리극 공연| 전시체험| 주무대 공연 등,순천시 관광과,N03
F0697,제15회 영산포 홍어축제,먹거리,영산강 둔치 체육공원,4,나주 특산품인 홍어를 활용한 지역경제 축제,영산포홍어축제추진위원회,N04
F0698,제1회 천년나주목읍성문화축제,문화,금성관 및 나주향교 일원,5,나주의 읍성문화를 이용한 역사 문화 축제,천년나주목읍성문화축제추진위원회,N04
F0699,제5회 나주마한문화축제,문화,국립나주박물관 일원,10,2천년 마한문화를 재조명하는 역사 문화 축제,나주마한문화축제추진위원회,N04
F0700,광양매화축제,꽃놀이,다압면 섬진마을 일원,3,공연|경연|체험|전시|판매|부대행사,광양매화축제추진위원회,N05
F0701,광양숯불구이축제,먹거리,광양읍 서천변 일원,10,공연|경연|체험|전시|판매|부대행사,광양숯불구이축제추진위원회,N05
F0702,광양전어축제,먹거리,진월면 망덕포구 일원,9,공연|경연|체험|전시|판매|부대행사,광양전어축제추진위원회,N05
F0703,백운산국사봉철쭉축제,꽃놀이,옥곡면 국사봉랜드,4,공연|경연|체험|전시|판매|부대행사,백운산국사봉철쭉축제추진위원회,N05
F0704,가로수사랑음악회,문화,가로수사랑군민연대,11,지역출신가수공연| 특집라디오공개방송 등,담양가로수사랑군민연대,N06
F0705,고서포도축제,먹거리,고서면 증암천변 일원,7,특산품 홍보 및 판매,고서포도축제추진위원회,N06
F0706,담양대나무축제,자연,죽녹원 및 관방제림 일원,5,대나무 관련 전시| 체험| 공연| 판매 등,(사)담양대나무축제위원회,N06
F0707,담양산타축제,문화,담양 원도심 및 메타프로방스 일원,12,크리스마스거리조성| 크리스마스마켓 운영 등,담양산타축제추진위원회,N06
F0708,창평전통음식문화축제,먹거리,창평슬로시티 일원,10,슬로푸드전시| 체험| 판매 등,창평면주민자치위원회,N06
F0709,추월산벚꽃축제,꽃놀이,용면 추월산광장 일원,4,벚꽃노래자랑| 특산품판매 등,용면청년회,N06
F0710,곡성세계장미축제,꽃놀이,곡성섬진강기차마을,5,장미공원관람| 문화행사,전라남도 곡성군,N07
F0711,곡성심청축제,문화,곡성섬진강기차마을,10,효녀 심청 관련 효 체험행사,전라남도 곡성군,N07
F0712,고흥 우주항공 축제,기술,"나로우주센터, 국립청소년우주센터 일원",5,발사현장견학| 야외 우주과학체험,고흥축제추진위원회,N09
F0713,벌교꼬막축제,먹거리,벌교읍천변,11,꼬막체험| 갯벌체험 등,벌교꼬막축제추진위원회,N10
F0714,보성다향대축제,문화,한국차문화공원,5,차문화행사,보성다향대축제추진위원회,N10
F0715,보성벚꽃축제,꽃놀이,보성백민미술관광장,4,관광객체험행사|벚꽃체험 등,보성벚꽃축제추진위원회,N10
F0716,보성전어축제,먹거리,율포솔밭해수욕장,8,전어잡기|체험 등,보성전어축제추진위원회,N10
F0717,보성차밭 빛축제,먹거리,한국차문화공원,12,빛 경관조명| 체험행사,보성군,N10
F0718,서편제보성소리축제,문화,보성읍내 일원,5,판소리 |고수 경연대회,보성문화원,N10
F0719,백아산 철쭉제,꽃놀이,백아면 백아산 일원,5,위령제| 노래자랑| 백일장 등,백아면 청년회,N11
F0720,화순 국화향연,꽃놀이,화순읍 남산공원,10,공식| 전시| 공연| 체험| 농특산물 판매| 국화 전시행사,화순군,N11
F0721,화순 동구리 호수공원 봄축제,봄,동구리 호수공원,4,개막식| 축하공연| 노래자랑| 체험행사 등,화순읍 청년연합회,N11
F0722,화순고인돌문화축제,역사,고인돌유적지 일원 (도곡면 효산리),4,고인돌이야기 재현| 고인돌마을 솟대 세우기| 고인돌 사진 전시| 유물 만들기| 비석치기| 농특산물 홍보관 등,화순고인돌축제추진위원회,N11
F0723,화순운주문화축제,술,도암면 운주사 일원,5,의식| 전시| 경연| 공연| 체험| 농특산물 및 음식판매,화순운주문화축제추진위원회,N11
F0724,화순적벽 문화축제,문화,"이서 커뮤니티센터, 화순 적벽 망향정 일원",10,기념식| 체험| 사진 전시| 지역농산물 판매 등,이서면 번영회,N11
